page,origin,inherited,line,element,name,type,handler,destination,disabled
"Tours.jsx","src\components\tours\TourReportDialog.jsx","true","50","Select","","","setReason","","mutation.isPending"
"Tours.jsx","src\components\tours\TourReportDialog.jsx","true","51","SelectTrigger","","","","",""
"Tours.jsx","src\components\tours\TourReportDialog.jsx","true","57","Textarea","Describe what is wrong with the video. Do not include private information.","","(event) => setDescription(event.target.value)","","mutation.isPending"
"Tours.jsx","src\components\tours\TourReportDialog.jsx","true","68","Button","'Submitting…' 'Submit Peek report'","button","() => mutation.mutate()","","mutation.isPending"
"Tours.jsx","src\components\auth\GuestPromptSheet.jsx","true","16","Dialog","PeekaListing account Sign in to continue Use a free account to {action} . Continue with email New to PeekaListing? Create an account By continuing, you agree to the Terms and acknowledge the Privacy Policy .","","","",""
"Tours.jsx","src\components\auth\GuestPromptSheet.jsx","true","27","Button","Continue with email","button","() => {
              onClose();
              navigate(createLoginPath(safeReturnTo), { state: { returnTo: safeReturnTo } });
            }","",""
"Tours.jsx","src\components\auth\GuestPromptSheet.jsx","true","42","button","Create an account","button","() => {
              onClose();
              navigate(createRegisterPath(safeReturnTo), { state: { returnTo: safeReturnTo } });
            }","",""
"Tours.jsx","src\components\auth\GuestPromptSheet.jsx","true","54","Link","Terms","","onClose","/legal/terms",""
"Tours.jsx","src\components\auth\GuestPromptSheet.jsx","true","54","Link","Privacy Policy","","onClose","/legal/privacy",""
"Tours.jsx","src\components\auth\GuestPromptSheet.jsx","true","74","Button","Join","button","() => navigate(createRegisterPath(returnTo), { state: { returnTo } })","",""
"Tours.jsx","src\components\auth\GuestPromptSheet.jsx","true","77","button","Dismiss account prompt","button","() => setDismissed(true)","",""
"Tours.jsx","src\components\auth\GoogleAuthButton.jsx","true","40","Button","'Connecting to Google…' label","button","continueWithGoogle","","loading"
"Tours.jsx","src\components\pwa\GlobalRefreshButton.jsx","true","25","button","Refresh PeekaListing","button","handleRefresh","","refreshing"
"Tours.jsx","src\components\layout\NotificationBell.jsx","true","10","Link","count > 0 ? `Notifications, ${count} unread` : ""Notifications""","","","/notifications",""
"Tours.jsx","src\components\layout\BackButton.jsx","true","16","button","label","button","handleBack","",""
"ToursPlaceholder.jsx","src\pages\ToursPlaceholder.jsx","false","25","Link","Search listings","","","/search",""
"ToursPlaceholder.jsx","src\pages\ToursPlaceholder.jsx","false","42","Button","Browse listings","","","",""
"ToursPlaceholder.jsx","src\pages\ToursPlaceholder.jsx","false","43","Link","Browse listings","","","/search",""
"ToursPlaceholder.jsx","src\components\layout\BackButton.jsx","true","16","button","label","button","handleBack","",""
"admin\AdminAuditLog.jsx","src\pages\admin\AdminAuditLog.jsx","false","38","Input","Search audit log","","(event) => { setQuery(event.target.value); pagination.reset(); }","",""
"admin\AdminAuditLog.jsx","src\pages\admin\AdminAuditLog.jsx","false","38","Select","All targets Users Property Vehicles Machinery Services Reports Peek reports Peeks Categories Support requests Managed listing requests Business reviews Recommendation configuration","","(value) => { setTargetType(value); pagination.reset(); }","",""
"admin\AdminAuditLog.jsx","src\pages\admin\AdminAuditLog.jsx","false","38","SelectTrigger","Filter audit log by target type","","","",""
"admin\AdminAuditLog.jsx","src\components\admin\CursorPager.jsx","true","18","Button","Previous","button","onBack","","!canGoBack"
"admin\AdminAuditLog.jsx","src\components\admin\CursorPager.jsx","true","20","Button","Next","button","onForward","","!canGoForward"
"admin\AdminAuditLog.jsx","src\components\admin\AdminQueryError.jsx","true","13","Button","Retry","button","onRetry","",""
"admin\AdminBusinessApplications.jsx","src\pages\admin\AdminBusinessApplications.jsx","false","71","Button","Refresh","","load","","loading"
"admin\AdminBusinessApplications.jsx","src\pages\admin\AdminBusinessApplications.jsx","false","109","Button","Approve","","() => actOnCategory(application.application_id, category.id, 'approve')","","busy"
"admin\AdminBusinessApplications.jsx","src\pages\admin\AdminBusinessApplications.jsx","false","110","Button","Reject","","() => actOnCategory(application.application_id, category.id, 'reject')","","busy"
"admin\AdminBusinessApplications.jsx","src\pages\admin\AdminBusinessApplications.jsx","false","111","Button","Suspend","","() => actOnCategory(application.application_id, category.id, 'suspend')","","busy"
"admin\AdminBusinessApplications.jsx","src\pages\admin\AdminBusinessApplications.jsx","false","115","Textarea","Required for rejection or suspension","","(event) => setMessages((current) => ({ ...current, [categoryKey]: event.target.value }))","",""
"admin\AdminBusinessApplications.jsx","src\pages\admin\AdminBusinessApplications.jsx","false","123","Textarea","Message required when requesting information or rejecting the application","","(event) => setMessages((current) => ({ ...current, [applicationKey]: event.target.value }))","",""
"admin\AdminBusinessApplications.jsx","src\pages\admin\AdminBusinessApplications.jsx","false","125","Button","Start review","","() => actOnApplication(application.application_id, 'start_review')","","busyKey === applicationKey"
"admin\AdminBusinessApplications.jsx","src\pages\admin\AdminBusinessApplications.jsx","false","126","Button","Request information","","() => actOnApplication(application.application_id, 'request_information')","","busyKey === applicationKey"
"admin\AdminBusinessApplications.jsx","src\pages\admin\AdminBusinessApplications.jsx","false","127","Button","Reject application","","() => actOnApplication(application.application_id, 'reject')","","busyKey === applicationKey"
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","201","Button","Add taxonomy node","","() => setCreating(true)","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","221","Button","Edit root","","() => openEdit(root)","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","245","Button","Edit","","() => openEdit(category)","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","259","Dialog","Add taxonomy node Parent node Stable slug Immutable after creation. Current slug Display label Node type Group Category Facet Description Sort order Postable Only category nodes may receive listings. Aliases Search synonyms Market availability Localized labels Reason 'Adding…' 'Add taxonomy node'","","","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","263","Select","","","(parentId) => setCreateForm((form) => ({ ...form, parentId }))","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","263","SelectTrigger","","","","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","264","Input","detached_house","","(event) => setCreateForm((form) => ({ ...form, stableSlug: event.target.value.toLowerCase().replace(/\s+/g, '_'), canonicalSlug: form.canonicalSlug || event.target.value.toLowerCase().replace(/\s+/g, '_') }))","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","265","Input","house","","(event) => setCreateForm((form) => ({ ...form, canonicalSlug: event.target.value.toLowerCase().replace(/\s+/g, '_') }))","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","266","Input","","","(event) => setCreateForm((form) => ({ ...form, displayLabel: event.target.value }))","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","267","Select","Group Category Facet","","(nodeType) => setCreateForm((form) => ({ ...form, nodeType, isPostable: nodeType === 'category' ? form.isPostable : false }))","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","267","SelectTrigger","","","","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","268","Textarea","","","(event) => setCreateForm((form) => ({ ...form, description: event.target.value }))","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","269","Input","","number","(event) => setCreateForm((form) => ({ ...form, sortOrder: Number(event.target.value) }))","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","270","Switch","","","","","createForm.nodeType !== 'category'"
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","271","Input","old_slug, alternate_slug","","(event) => setCreateForm((form) => ({ ...form, aliasesText: event.target.value }))","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","272","Input","pickup, bakkie","","(event) => setCreateForm((form) => ({ ...form, synonymsText: event.target.value }))","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","273","Input","ZW, ZA (blank = all)","","(event) => setCreateForm((form) => ({ ...form, marketsText: event.target.value }))","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","274","Textarea","'sn: Imba\nnd: ...'","","(event) => setCreateForm((form) => ({ ...form, localizedLabelsText: event.target.value }))","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","275","Textarea","","","(event) => setCreateForm((form) => ({ ...form, reason: event.target.value }))","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","276","Button","'Adding…' 'Add taxonomy node'","","submitCreate","","!createForm.parentId || createForm.stableSlug.length < 1 || createForm.displayLabel.trim().length < 2 || createForm.reason.trim().length < 3 || addMutation.isPending"
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","281","Dialog","Edit {editing?.displayLabel}","","","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","286","Input","","","","","true"
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","287","Input","","","","","true"
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","288","Input","","","(event) => setEditForm((form) => ({ ...form, canonicalSlug: event.target.value.toLowerCase().replace(/\s+/g, '_') }))","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","289","Input","","","(event) => setEditForm((form) => ({ ...form, displayLabel: event.target.value }))","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","290","Textarea","","","(event) => setEditForm((form) => ({ ...form, description: event.target.value }))","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","291","Input","","number","(event) => setEditForm((form) => ({ ...form, sortOrder: Number(event.target.value) }))","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","292","Switch","","","","","editing.isProtected"
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","292","Switch","","","","","editing.nodeType !== 'category' || Boolean(editForm.supersededBy)"
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","293","Input","","","(event) => setEditForm((form) => ({ ...form, aliasesText: event.target.value }))","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","294","Input","","","(event) => setEditForm((form) => ({ ...form, synonymsText: event.target.value }))","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","295","Input","Blank = all markets","","(event) => setEditForm((form) => ({ ...form, marketsText: event.target.value }))","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","296","Textarea","","","(event) => setEditForm((form) => ({ ...form, localizedLabelsText: event.target.value }))","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","297","Select","Not superseded","","(value) => setEditForm((form) => ({ ...form, supersededBy: value === 'none' ? '' : value, isPostable: value === 'none' ? form.isPostable : false }))","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","297","SelectTrigger","","","","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","298","Textarea","","","(event) => setEditForm((form) => ({ ...form, reason: event.target.value }))","",""
"admin\AdminCategories.jsx","src\pages\admin\AdminCategories.jsx","false","299","Button","'Saving…' 'Save taxonomy node'","","submitEdit","","editForm.displayLabel.trim().length < 2 || editForm.reason.trim().length < 3 || updateMutation.isPending"
"admin\AdminDashboard.jsx","src\pages\admin\AdminDashboard.jsx","false","53","Link","{label} <Skeleton className=""h-9 w-20"" /> <p className=""text-3xl font-bold"">{Number(data[key] ?? 0).toLocaleString()}</p>","","","path",""
"admin\AdminDashboard.jsx","src\pages\admin\AdminDashboard.jsx","false","89","Link","Category vocabulary Keep discovery labels useful without changing stable identifiers.","","","/admin/categories",""
"admin\AdminDashboard.jsx","src\components\admin\AdminRecommendationConfiguration.jsx","true","59","Select","","","setServiceName","",""
"admin\AdminDashboard.jsx","src\components\admin\AdminRecommendationConfiguration.jsx","true","59","SelectTrigger","","","","",""
"admin\AdminDashboard.jsx","src\components\admin\AdminRecommendationConfiguration.jsx","true","60","Button","'Clearing…' 'Clear service cache'","button","() => purge.mutate()","","purge.isPending"
"admin\AdminListings.jsx","src\pages\admin\AdminListings.jsx","false","35","Button","Pause","","() => decide(item, 'pause')","",""
"admin\AdminListings.jsx","src\pages\admin\AdminListings.jsx","false","36","Button","'Approve' 'Publish'","","() => decide(item, 'publish')","",""
"admin\AdminListings.jsx","src\pages\admin\AdminListings.jsx","false","37","Button","Reject","","() => decide(item, 'reject')","",""
"admin\AdminListings.jsx","src\pages\admin\AdminListings.jsx","false","38","Button","Remove","","() => decide(item, 'remove')","",""
"admin\AdminListings.jsx","src\pages\admin\AdminListings.jsx","false","73","Input","Search adverts","","(event) => { setQuery(event.target.value); pagination.reset(); }","",""
"admin\AdminListings.jsx","src\pages\admin\AdminListings.jsx","false","74","Select","All types Property Vehicles Machinery Services","","(value) => { setKind(value); pagination.reset(); }","",""
"admin\AdminListings.jsx","src\pages\admin\AdminListings.jsx","false","74","SelectTrigger","Filter adverts by type","","","",""
"admin\AdminListings.jsx","src\pages\admin\AdminListings.jsx","false","75","Select","All statuses Pending product review Published products Rejected products Paused adverts Unavailable products Active services Sold Rented Expired","","(value) => { setStatus(value); pagination.reset(); }","",""
"admin\AdminListings.jsx","src\pages\admin\AdminListings.jsx","false","75","SelectTrigger","Filter adverts by status","","","",""
"admin\AdminListings.jsx","src\pages\admin\AdminListings.jsx","false","77","Button","Try again","","() => refetch()","",""
"admin\AdminListings.jsx","src\pages\admin\AdminListings.jsx","false","79","Link","{item.title}","","","itemPath(item)",""
"admin\AdminListings.jsx","src\pages\admin\AdminListings.jsx","false","83","Dialog","'Approve' decision?.action advert This action is recorded in the audit log. ' Removing an advert is permanent and closes public access.' '' ' The owner will receive this reason.' '' Reason 'Saving…' 'Confirm action'","","","",""
"admin\AdminListings.jsx","src\pages\admin\AdminListings.jsx","false","83","Textarea","Explain the policy or operational reason","","(event) => setReason(event.target.value)","",""
"admin\AdminListings.jsx","src\pages\admin\AdminListings.jsx","false","83","Input","","","(event) => setConfirmation(event.target.value.toUpperCase())","",""
"admin\AdminListings.jsx","src\pages\admin\AdminListings.jsx","false","83","Button","'Saving…' 'Confirm action'","","() => mutation.mutate({ itemId: decision.item.item_id, kind: decision.item.item_kind, action: decision.action, reason })","","reason.trim().length < 3 || (destructive && confirmation !== expectedConfirmation) || mutation.isPending"
"admin\AdminListings.jsx","src\components\admin\CursorPager.jsx","true","18","Button","Previous","button","onBack","","!canGoBack"
"admin\AdminListings.jsx","src\components\admin\CursorPager.jsx","true","20","Button","Next","button","onForward","","!canGoForward"
"admin\AdminManagedListings.jsx","src\pages\admin\AdminManagedListings.jsx","false","55","Button","Refresh","","load","","loading"
"admin\AdminManagedListings.jsx","src\pages\admin\AdminManagedListings.jsx","false","84","Textarea","Required when requesting information or declining","","(event) => setMessages((current) => ({ ...current, [row.id]: event.target.value }))","",""
"admin\AdminManagedListings.jsx","src\pages\admin\AdminManagedListings.jsx","false","86","Button","Start review","","() => update(row, 'reviewing')","","busyId === row.id"
"admin\AdminManagedListings.jsx","src\pages\admin\AdminManagedListings.jsx","false","87","Button","Accept","","() => update(row, 'accepted')","","busyId === row.id"
"admin\AdminManagedListings.jsx","src\pages\admin\AdminManagedListings.jsx","false","88","Button","Request information","","() => update(row, 'needs_information')","","busyId === row.id"
"admin\AdminManagedListings.jsx","src\pages\admin\AdminManagedListings.jsx","false","89","Button","Mark published","","() => update(row, 'published')","","busyId === row.id"
"admin\AdminManagedListings.jsx","src\pages\admin\AdminManagedListings.jsx","false","90","Button","Decline","","() => update(row, 'declined')","","busyId === row.id"
"admin\AdminPeeks.jsx","src\pages\admin\AdminPeeks.jsx","false","70","Input","Search Peeks","","(event) => { setQuery(event.target.value); pagination.reset(); }","",""
"admin\AdminPeeks.jsx","src\pages\admin\AdminPeeks.jsx","false","71","Select","","","(value) => { setStatus(value); pagination.reset(); }","",""
"admin\AdminPeeks.jsx","src\pages\admin\AdminPeeks.jsx","false","71","SelectTrigger","Filter Peeks by status","","","",""
"admin\AdminPeeks.jsx","src\pages\admin\AdminPeeks.jsx","false","73","Button","Try again","","() => queue.refetch()","",""
"admin\AdminPeeks.jsx","src\pages\admin\AdminPeeks.jsx","false","75","Link","","","","item.parent_path || '#'",""
"admin\AdminPeeks.jsx","src\pages\admin\AdminPeeks.jsx","false","75","Button","Approve","","() => { setDecision({ item, action: 'approve' }); setReason(''); setConfirmation(''); }","",""
"admin\AdminPeeks.jsx","src\pages\admin\AdminPeeks.jsx","false","75","Button","Reject","","() => { setDecision({ item, action: 'reject' }); setReason(''); setConfirmation(''); }","",""
"admin\AdminPeeks.jsx","src\pages\admin\AdminPeeks.jsx","false","79","Dialog","'Approve this Peek?' 'Reject this Peek?' This changes public evidence availability and creates an immutable audit entry. Review the listing and any reports before continuing. Decision reason Type {expectedConfirmation} to confirm 'Saving decision…' `Confirm ${decision?.action}`","","","",""
"admin\AdminPeeks.jsx","src\pages\admin\AdminPeeks.jsx","false","79","Textarea","State what was reviewed and why this decision is appropriate","","(event) => setReason(event.target.value)","",""
"admin\AdminPeeks.jsx","src\pages\admin\AdminPeeks.jsx","false","79","Input","","","(event) => setConfirmation(event.target.value.toUpperCase())","",""
"admin\AdminPeeks.jsx","src\pages\admin\AdminPeeks.jsx","false","79","Button","'Saving decision…' `Confirm ${decision?.action}`","","() => mutation.mutate({ tourId: decision.item.tour_id, action: decision.action, reason })","","reason.trim().length < 3 || confirmation !== expectedConfirmation || mutation.isPending"
"admin\AdminPeeks.jsx","src\components\admin\CursorPager.jsx","true","18","Button","Previous","button","onBack","","!canGoBack"
"admin\AdminPeeks.jsx","src\components\admin\CursorPager.jsx","true","20","Button","Next","button","onForward","","!canGoForward"
"admin\AdminReports.jsx","src\pages\admin\AdminReports.jsx","false","120","Button","Support requests","","() => setShowSupport(true)","",""
"admin\AdminReports.jsx","src\pages\admin\AdminReports.jsx","false","127","Input","Search reports","","(event) => { setQuery(event.target.value); pagination.reset(); }","",""
"admin\AdminReports.jsx","src\pages\admin\AdminReports.jsx","false","135","Select","All statuses Pending Reviewed Dismissed Actioned","","(value) => { setStatus(value); pagination.reset(); }","",""
"admin\AdminReports.jsx","src\pages\admin\AdminReports.jsx","false","136","SelectTrigger","Filter reports by status","","","",""
"admin\AdminReports.jsx","src\pages\admin\AdminReports.jsx","false","145","Select","All types Peeks Property Vehicles Machinery Services Messages","","(value) => { setKind(value); pagination.reset(); }","",""
"admin\AdminReports.jsx","src\pages\admin\AdminReports.jsx","false","146","SelectTrigger","Filter reports by target type","","","",""
"admin\AdminReports.jsx","src\pages\admin\AdminReports.jsx","false","189","Dialog","{actionTitle} Decision notes 'Saving…' 'Confirm decision'","","","",""
"admin\AdminReports.jsx","src\pages\admin\AdminReports.jsx","false","208","Textarea","Explain this safety decision","","(event) => setNotes(event.target.value)","",""
"admin\AdminReports.jsx","src\pages\admin\AdminReports.jsx","false","217","Button","'Saving…' 'Confirm decision'","","() => mutation.mutate({ reportId: decision.report.report_id, status: decision.status, notes })","","notes.trim().length < 3 || mutation.isPending"
"admin\AdminReports.jsx","src\pages\admin\AdminReports.jsx","false","262","Button","View parent","","","",""
"admin\AdminReports.jsx","src\pages\admin\AdminReports.jsx","false","263","Link","View parent","","","path",""
"admin\AdminReports.jsx","src\pages\admin\AdminReports.jsx","false","270","Button","Mark reviewed","","() => onDecision(report, 'reviewed')","",""
"admin\AdminReports.jsx","src\pages\admin\AdminReports.jsx","false","271","Button","'Restore Peek' 'Dismiss'","","() => onDecision(report, 'dismissed')","",""
"admin\AdminReports.jsx","src\pages\admin\AdminReports.jsx","false","275","Button","'Close conversation' type === 'peek' ? 'Remove Peek' : 'Remove item'","","() => onDecision(report, 'actioned')","",""
"admin\AdminReports.jsx","src\components\admin\SupportRequestInbox.jsx","true","58","Button","Marketplace reports","","onShowReports","",""
"admin\AdminReports.jsx","src\components\admin\SupportRequestInbox.jsx","true","62","Input","Search support requests","","(event) => { setQuery(event.target.value); pagination.reset(); }","",""
"admin\AdminReports.jsx","src\components\admin\SupportRequestInbox.jsx","true","63","Select","All statuses Open Resolved","","(value) => { setStatus(value); pagination.reset(); }","",""
"admin\AdminReports.jsx","src\components\admin\SupportRequestInbox.jsx","true","63","SelectTrigger","Filter support requests by status","","","",""
"admin\AdminReports.jsx","src\components\admin\SupportRequestInbox.jsx","true","64","Select","All categories","","(value) => { setCategory(value); pagination.reset(); }","",""
"admin\AdminReports.jsx","src\components\admin\SupportRequestInbox.jsx","true","64","SelectTrigger","Filter support requests by category","","","",""
"admin\AdminReports.jsx","src\components\admin\SupportRequestInbox.jsx","true","84","Button","Resolve","","() => { setSelected(item); setNote(''); }","",""
"admin\AdminReports.jsx","src\components\admin\SupportRequestInbox.jsx","true","94","Dialog","Resolve {selected?.reference_id} Resolution note 'Saving…' 'Mark resolved'","","","",""
"admin\AdminReports.jsx","src\components\admin\SupportRequestInbox.jsx","true","97","Textarea","Record what was done and why","","(event) => setNote(event.target.value)","",""
"admin\AdminReports.jsx","src\components\admin\SupportRequestInbox.jsx","true","98","Button","'Saving…' 'Mark resolved'","","() => mutation.mutate({ requestId: selected.request_id, note })","","note.trim().length < 3 || mutation.isPending"
"admin\AdminReports.jsx","src\components\admin\CursorPager.jsx","true","18","Button","Previous","button","onBack","","!canGoBack"
"admin\AdminReports.jsx","src\components\admin\CursorPager.jsx","true","20","Button","Next","button","onForward","","!canGoForward"
"admin\AdminSupportRequests.jsx","src\pages\admin\AdminSupportRequests.jsx","false","65","Input","Search support requests","","(event) => { setQuery(event.target.value); pagination.reset(); }","",""
"admin\AdminSupportRequests.jsx","src\pages\admin\AdminSupportRequests.jsx","false","66","Select","Open Resolved All statuses","","(value) => { setStatus(value); pagination.reset(); }","",""
"admin\AdminSupportRequests.jsx","src\pages\admin\AdminSupportRequests.jsx","false","66","SelectTrigger","Filter support requests by status","","","",""
"admin\AdminSupportRequests.jsx","src\pages\admin\AdminSupportRequests.jsx","false","67","Select","","","(value) => { setCategory(value); pagination.reset(); }","",""
"admin\AdminSupportRequests.jsx","src\pages\admin\AdminSupportRequests.jsx","false","67","SelectTrigger","Filter support requests by category","","","",""
"admin\AdminSupportRequests.jsx","src\pages\admin\AdminSupportRequests.jsx","false","69","Button","Try again","","() => support.refetch()","",""
"admin\AdminSupportRequests.jsx","src\pages\admin\AdminSupportRequests.jsx","false","71","Button","Resolve","","() => { setDecision(item); setNote(''); }","",""
"admin\AdminSupportRequests.jsx","src\pages\admin\AdminSupportRequests.jsx","false","75","Dialog","Resolve support request Record the action taken. This note is written to the audit trail. Resolution note 'Resolving…' 'Confirm resolution'","","","",""
"admin\AdminSupportRequests.jsx","src\pages\admin\AdminSupportRequests.jsx","false","75","Textarea","Explain what was checked and how the request was resolved","","(event) => setNote(event.target.value)","",""
"admin\AdminSupportRequests.jsx","src\pages\admin\AdminSupportRequests.jsx","false","75","Button","'Resolving…' 'Confirm resolution'","","() => resolve.mutate({ requestId: decision.request_id, note })","","note.trim().length < 3 || resolve.isPending"
"admin\AdminSupportRequests.jsx","src\components\admin\CursorPager.jsx","true","18","Button","Previous","button","onBack","","!canGoBack"
"admin\AdminSupportRequests.jsx","src\components\admin\CursorPager.jsx","true","20","Button","Next","button","onForward","","!canGoForward"
"admin\AdminUsers.jsx","src\pages\admin\AdminUsers.jsx","false","82","Input","Search users","","(event) => { setQuery(event.target.value); pagination.reset(); }","",""
"admin\AdminUsers.jsx","src\pages\admin\AdminUsers.jsx","false","82","Select","All roles Users Founder admin","","(value) => { setRole(value); pagination.reset(); }","",""
"admin\AdminUsers.jsx","src\pages\admin\AdminUsers.jsx","false","82","SelectTrigger","Filter users by role","","","",""
"admin\AdminUsers.jsx","src\pages\admin\AdminUsers.jsx","false","82","Select","All statuses Active Suspended Banned","","(value) => { setStatus(value); pagination.reset(); }","",""
"admin\AdminUsers.jsx","src\pages\admin\AdminUsers.jsx","false","82","SelectTrigger","Filter users by status","","","",""
"admin\AdminUsers.jsx","src\pages\admin\AdminUsers.jsx","false","83","Button","Retry","","() => refetch()","",""
"admin\AdminUsers.jsx","src\pages\admin\AdminUsers.jsx","false","88","Dialog","'Account access will be restored.' 'Account access will be blocked immediately.' has recorded adverts. The decision and reason will be written to the audit log. {decision?.user.email} Reason Type {requiredConfirmation} to confirm 'Saving…' `Confirm ${decision?.status === 'active' ? 'restore' : 'suspension'}`","","","",""
"admin\AdminUsers.jsx","src\pages\admin\AdminUsers.jsx","false","88","Textarea","Explain the policy or operational reason","","(event) => setReason(event.target.value)","",""
"admin\AdminUsers.jsx","src\pages\admin\AdminUsers.jsx","false","88","Input","requiredConfirmation","","(event) => setConfirmation(event.target.value)","",""
"admin\AdminUsers.jsx","src\pages\admin\AdminUsers.jsx","false","88","Button","'Saving…' `Confirm ${decision?.status === 'active' ? 'restore' : 'suspension'}`","","confirmDecision","","reason.trim().length < 3 || confirmation.trim().toUpperCase() !== requiredConfirmation || statusMutation.isPending"
"admin\AdminUsers.jsx","src\components\admin\UsersTable.jsx","true","30","Link","","","","`/seller/${encodeURIComponent(user.user_id)}`",""
"admin\AdminUsers.jsx","src\components\admin\UsersTable.jsx","true","36","Button","Suspend","","() => onStatusChange({ user, status: 'suspended' })","","isUpdating"
"admin\AdminUsers.jsx","src\components\admin\UsersTable.jsx","true","36","Button","Ban","","() => onBan(user)","","isUpdating"
"admin\AdminUsers.jsx","src\components\admin\UsersTable.jsx","true","36","Button","Restore","","() => onStatusChange({ user, status: 'active' })","","isUpdating"
